p,w,s,base,best,gain
0.40,062,003,12.366600,3.381900,0.273470
0.45,062,003,10.683600,2.887200,0.270246
0.50,062,003,9.318300,2.444200,0.262301
0.05,063,037,86.615200,52.782900,0.609395
0.10,063,017,48.593100,20.316300,0.418090
0.15,063,011,34.018100,12.009300,0.353027
0.20,063,008,25.840200,8.470800,0.327815
0.25,063,006,20.709900,6.295900,0.304004
0.30,063,005,17.113200,5.004200,0.292418
0.35,063,004,14.429200,4.122100,0.285678
0.40,063,003,12.366600,3.397900,0.274764
0.45,063,003,10.683600,2.806200,0.262664
0.50,063,003,9.318300,2.293200,0.246096
0.05,064,037,86.615200,52.635600,0.607695
0.10,064,017,48.593100,20.222800,0.416166
0.15,064,011,34.018100,11.844000,0.348168
0.20,064,007,25.840200,8.268300,0.319978
0.25,064,005,20.709900,6.244100,0.301503
0.30,064,005,17.113200,4.948500,0.289163
0.35,064,004,14.429200,4.105500,0.284527
0.40,064,003,12.366600,3.397300,0.274716
0.45,064,003,10.683600,2.825500,0.264471
0.50,064,003,9.318300,2.312400,0.248157
0.05,065,037,86.615200,52.220700,0.602905
0.10,065,017,48.593100,19.968800,0.410939
0.15,065,011,34.018100,11.841200,0.348085
0.20,065,007,25.840200,8.166800,0.316050
0.25,065,005,20.709900,6.312800,0.304820
0.30,065,005,17.113200,4.931300,0.288158
0.35,065,004,14.429200,4.219500,0.292428
0.40,065,003,12.366600,3.359700,0.271675
0.45,065,003,10.683600,2.847200,0.266502
0.50,065,003,9.318300,2.415400,0.259210
0.05,066,037,86.615200,52.210000,0.602781
0.10,066,017,48.593100,21.106500,0.434352
0.15,066,010,34.018100,11.918500,0.350358
0.20,066,007,25.840200,8.052700,0.311635
0.25,066,006,20.709900,6.404900,0.309268
0.30,066,005,17.113200,5.174200,0.302351
0.35,066,004,14.429200,4.110300,0.284860
0.40,066,003,12.366600,3.379700,0.273293
0.45,066,003,10.683600,2.822700,0.264209
0.50,066,003,9.318300,2.312600,0.248178
0.05,067,037,86.615200,52.268600,0.603458
0.10,067,017,48.593100,20.929600,0.430711
0.15,067,010,34.018100,11.857200,0.348556
0.20,067,007,25.840200,7.976600,0.308690
0.25,067,006,20.709900,6.254500,0.302005
0.30,067,005,17.113200,4.982800,0.291167
0.35,067,004,14.429200,4.093200,0.283675
0.40,067,003,12.366600,3.334500,0.269638
0.45,067,003,10.683600,2.780100,0.260221
0.50,067,003,9.318300,2.281400,0.244830
0.05,068,040,86.615200,51.525300,0.594876
0.10,068,014,48.593100,20.684900,0.425676
0.15,068,010,34.018100,11.574000,0.340231
0.20,068,007,25.840200,7.972600,0.308535
0.25,068,005,20.709900,6.200300,0.299388
0.30,068,005,17.113200,4.885900,0.285505
0.35,068,004,14.429200,4.091800,0.283578
0.40,068,003,12.366600,3.355500,0.271336
0.45,068,003,10.683600,2.851500,0.266904
0.50,068,003,9.318300,2.419500,0.259650
0.05,069,040,86.615200,51.598900,0.595726
0.10,069,014,48.593100,20.049200,0.412594
0.15,069,010,34.018100,11.393400,0.334922
0.20,069,007,25.840200,7.878500,0.304893
0.25,069,005,20.709900,6.187900,0.298789
0.30,069,005,17.113200,4.919400,0.287462
0.35,069,004,14.429200,4.205800,0.291478
0.40,069,003,12.366600,3.351900,0.271045
0.45,069,003,10.683600,2.761600,0.258490
0.50,069,003,9.318300,2.272800,0.243907
0.05,070,040,86.615200,50.996400,0.588770
0.10,070,015,48.593100,19.604500,0.403442
0.15,070,010,34.018100,11.540800,0.339255
0.20,070,008,25.840200,8.369800,0.323906
0.25,070,005,20.709900,6.224000,0.300533
0.30,070,005,17.113200,4.918100,0.287386
0.35,070,004,14.429200,4.088200,0.283328
0.40,070,003,12.366600,3.334400,0.269629
0.45,070,003,10.683600,2.786500,0.260820
0.50,070,003,9.318300,2.274500,0.244090
0.05,071,040,86.615200,50.541400,0.583517
0.10,071,015,48.593100,20.252000,0.416767
0.15,071,009,34.018100,11.412300,0.335477
0.20,071,007,25.840200,8.184700,0.316743
0.25,071,005,20.709900,6.459200,0.311889
0.30,071,004,17.113200,5.037200,0.294346
0.35,071,004,14.429200,4.088200,0.283328
0.40,071,003,12.366600,3.332100,0.269444
0.45,071,003,10.683600,2.817400,0.263713
0.50,071,003,9.318300,2.395300,0.257053
0.05,072,042,86.615200,50.418400,0.582096
0.10,072,015,48.593100,20.123200,0.414116
0.15,072,009,34.018100,11.616200,0.341471
0.20,072,007,25.840200,7.945600,0.307490
0.25,072,005,20.709900,6.149100,0.296916
0.30,072,005,17.113200,4.939400,0.288631
0.35,072,004,14.429200,4.081300,0.282850
0.40,072,003,12.366600,3.306500,0.267373
0.45,072,003,10.683600,2.771700,0.259435
0.50,072,003,9.318300,2.278300,0.244497
0.05,073,042,86.615200,50.056100,0.577914
0.10,073,015,48.593100,19.682900,0.405055
0.15,073,011,34.018100,11.761300,0.345737
0.20,073,007,25.840200,7.806100,0.302091
0.25,073,005,20.709900,6.162700,0.297573
0.30,073,005,17.113200,4.883000,0.285335
0.35,073,004,14.429200,4.187500,0.290210
0.40,073,003,12.366600,3.310000,0.267656
0.45,073,003,10.683600,2.751500,0.257544
0.50,073,003,9.318300,2.257100,0.242222
0.05,074,044,86.615200,49.729200,0.574139
0.10,074,015,48.593100,19.461300,0.400495
0.15,074,010,34.018100,11.738900,0.345078
0.20,074,007,25.840200,7.861300,0.304228
0.25,074,005,20.709900,5.998600,0.289649
0.30,074,005,17.113200,4.825400,0.281969
0.35,074,004,14.429200,4.067700,0.281908
0.40,074,003,12.366600,3.328700,0.269169
0.45,074,003,10.683600,2.825000,0.264424
0.50,074,003,9.318300,2.407500,0.258363
0.05,075,028,86.615200,49.051400,0.566314
0.10,075,015,48.593100,19.613400,0.403625
0.15,075,010,34.018100,11.572600,0.340189
0.20,075,007,25.840200,7.784800,0.301267
0.25,075,005,20.709900,6.110300,0.295042
0.30,075,005,17.113200,4.887600,0.285604
0.35,075,004,14.429200,4.078700,0.282670
0.40,075,003,12.366600,3.299500,0.266807
0.45,075,003,10.683600,2.739700,0.256440
0.50,075,003,9.318300,2.250100,0.241471
0.05,076,042,86.615200,49.485200,0.571322
0.10,076,016,48.593100,19.658300,0.404549
0.15,076,010,34.018100,11.422600,0.335780
0.20,076,007,25.840200,7.766600,0.300563
0.25,076,006,20.709900,6.203900,0.299562
0.30,076,004,17.113200,5.001200,0.292242
0.35,076,004,14.429200,4.082600,0.282940
0.40,076,003,12.366600,3.299300,0.266791
0.45,076,003,10.683600,2.750200,0.257423
0.50,076,003,9.318300,2.264500,0.243016
0.05,077,043,86.615200,49.228300,0.568356
0.10,077,016,48.593100,19.402400,0.399283
0.15,077,010,34.018100,11.248500,0.330662
0.20,077,007,25.840200,8.296800,0.321081
0.25,077,005,20.709900,6.061200,0.292672
0.30,077,005,17.113200,4.877100,0.284991
0.35,077,004,14.429200,4.166100,0.288727
0.40,077,003,12.366600,3.293300,0.266306
0.45,077,003,10.683600,2.800900,0.262168
0.50,077,003,9.318300,2.381700,0.255594
0.05,078,030,86.615200,48.200300,0.556488
0.10,078,016,48.593100,19.013500,0.391280
0.15,078,010,34.018100,11.296100,0.332061
0.20,078,007,25.840200,8.046600,0.311399
0.25,078,005,20.709900,5.991200,0.289292
0.30,078,005,17.113200,4.838400,0.282729
0.35,078,004,14.429200,4.067900,0.281921
0.40,078,003,12.366600,3.273800,0.264729
0.45,078,003,10.683600,2.746100,0.257039
0.50,078,003,9.318300,2.253500,0.241836
0.05,079,031,86.615200,46.930200,0.541824
0.10,079,016,48.593100,18.700900,0.384847
0.15,079,010,34.018100,11.099600,0.326285
0.20,079,007,25.840200,7.801800,0.301925
0.25,079,005,20.709900,5.923500,0.286023
0.30,079,005,17.113200,4.825200,0.281958
0.35,079,004,14.429200,4.061900,0.281506
0.40,079,003,12.366600,3.273800,0.264729
0.45,079,003,10.683600,2.720100,0.254605
0.50,079,003,9.318300,2.233400,0.239679
0.05,080,031,86.615200,47.077600,0.543526
0.10,080,017,48.593100,18.949000,0.389952
0.15,080,009,34.018100,11.208600,0.329489
0.20,080,007,25.840200,7.771000,0.300733
0.25,080,005,20.709900,6.030100,0.291170
0.30,080,005,17.113200,4.790700,0.279942
0.35,080,004,14.429200,4.076100,0.282490
0.40,080,003,12.366600,3.277200,0.265004
0.45,080,003,10.683600,2.806200,0.262664
0.50,080,003,9.318300,2.392100,0.256710
0.05,081,031,86.615200,46.891900,0.541382
0.10,081,017,48.593100,18.928300,0.389526
0.15,081,009,34.018100,11.232700,0.330198
0.20,081,007,25.840200,7.762900,0.300420
0.25,081,006,20.709900,6.182100,0.298509
0.30,081,004,17.113200,5.059300,0.295637
0.35,081,004,14.429200,4.179500,0.289656
0.40,081,003,12.366600,3.246500,0.262522
0.45,081,003,10.683600,2.706100,0.253295
0.50,081,003,9.318300,2.240200,0.240409
0.05,082,031,86.615200,46.878900,0.541232
0.10,082,017,48.593100,18.860100,0.388123
0.15,082,009,34.018100,11.220400,0.329836
0.20,082,007,25.840200,7.663700,0.296581
0.25,082,005,20.709900,5.975200,0.288519
0.30,082,004,17.113200,4.853600,0.283617
0.35,082,004,14.429200,4.069900,0.282060
0.40,082,003,12.366600,3.260300,0.263638
0.45,082,003,10.683600,2.736800,0.256168
0.50,082,003,9.318300,2.250400,0.241503
0.05,083,032,86.615200,45.963600,0.530664
0.10,083,014,48.593100,18.637100,0.383534
0.15,083,011,34.018100,11.496900,0.337964
0.20,083,007,25.840200,7.611900,0.294576
0.25,083,005,20.709900,5.986300,0.289055
0.30,083,005,17.113200,4.771000,0.278791
0.35,083,004,14.429200,4.052800,0.280875
0.40,083,003,12.366600,3.252700,0.263023
0.45,083,003,10.683600,2.775800,0.259819
0.50,083,003,9.318300,2.369200,0.254252
0.05,084,032,86.615200,45.822100,0.529031
0.10,084,015,48.593100,18.738800,0.385627
0.15,084,010,34.018100,11.298200,0.332123
0.20,084,008,25.840200,8.201900,0.317409
0.25,084,005,20.709900,5.848500,0.282401
0.30,084,005,17.113200,4.789000,0.279842
0.35,084,004,14.429200,4.054500,0.280993
0.40,084,003,12.366600,3.264300,0.263961
0.45,084,003,10.683600,2.719700,0.254568
0.50,084,003,9.318300,2.251800,0.241654
0.05,085,032,86.615200,45.456600,0.524811
0.10,085,015,48.593100,18.565300,0.382056
0.15,085,010,34.018100,11.248300,0.330656
0.20,085,007,25.840200,7.919200,0.306468
0.25,085,005,20.709900,5.958900,0.287732
0.30,085,083,17.113200,4.706500,0.275022
0.35,085,083,14.429200,4.061500,0.281478
0.40,085,003,12.366600,3.237800,0.261818
0.45,085,003,10.683600,2.704700,0.253164
0.50,085,003,9.318300,2.232500,0.239582
0.05,086,032,86.615200,45.230000,0.522195
0.10,086,016,48.593100,19.127500,0.393626
0.15,086,009,34.018100,11.229500,0.330104
0.20,086,007,25.840200,7.782900,0.301193
0.25,086,006,20.709900,6.158000,0.297346
0.30,086,004,17.113200,4.800400,0.280509
0.35,086,004,14.429200,4.047800,0.280528
0.40,086,003,12.366600,3.221200,0.260476
0.45,086,003,10.683600,2.788700,0.261026
0.50,086,003,9.318300,2.373900,0.254757
0.05,087,032,86.615200,45.214000,0.522010
0.10,087,016,48.593100,18.814700,0.387189
0.15,087,010,34.018100,11.115600,0.326755
0.20,087,007,25.840200,7.646200,0.295903
0.25,087,005,20.709900,5.940800,0.286858
0.30,087,004,17.113200,4.803600,0.280696
0.35,087,004,14.429200,4.043600,0.280237
0.40,087,003,12.366600,3.214100,0.259902
0.45,087,003,10.683600,2.683800,0.251207
0.50,087,003,9.318300,2.227300,0.239024
0.05,088,032,86.615200,44.804100,0.517278
0.10,088,016,48.593100,18.583200,0.382425
0.15,088,010,34.018100,11.043600,0.324639
0.20,088,007,25.840200,7.619900,0.294885
0.25,088,005,20.709900,5.904300,0.285096
0.30,088,005,17.113200,4.779600,0.279293
0.35,088,004,14.429200,4.051100,0.280757
0.40,088,003,12.366600,3.230100,0.261195
0.45,088,003,10.683600,2.710000,0.253660
0.50,088,003,9.318300,2.237000,0.240065
0.05,089,035,86.615200,44.401500,0.512629
0.10,089,015,48.593100,18.271800,0.376016
0.15,089,010,34.018100,10.907900,0.320650
0.20,089,007,25.840200,7.576600,0.293210
0.25,089,005,20.709900,5.866200,0.283256
0.30,089,005,17.113200,4.727200,0.276231
0.35,089,004,14.429200,4.144200,0.287209
0.40,089,003,12.366600,3.224900,0.260775
0.45,089,003,10.683600,2.759800,0.258321
0.50,089,003,9.318300,2.360200,0.253287
0.05,090,035,86.615200,44.473600,0.513462
0.10,090,015,48.593100,18.381900,0.378282
0.15,090,010,34.018100,10.976500,0.322666
0.20,090,007,25.840200,7.584800,0.293527
0.25,090,005,20.709900,5.834700,0.281735
0.30,090,005,17.113200,4.756400,0.277937
0.35,090,004,14.429200,4.039400,0.279946
0.40,090,003,12.366600,3.218500,0.260257
0.45,090,003,10.683600,2.697900,0.252527
0.50,090,003,9.318300,2.234000,0.239743
0.05,091,032,86.615200,44.510000,0.513882
0.10,091,015,48.593100,18.538400,0.381503
0.15,091,009,34.018100,10.974000,0.322593
0.20,091,007,25.840200,8.134600,0.314804
0.25,091,006,20.709900,6.124400,0.295723
0.30,091,004,17.113200,4.752000,0.277680
0.35,091,004,14.429200,4.041200,0.280071
0.40,091,003,12.366600,3.216700,0.260112
0.45,091,003,10.683600,2.693600,0.252125
0.50,091,003,9.318300,2.230500,0.239368
0.05,092,033,86.615200,44.305700,0.511523
0.10,092,015,48.593100,18.530100,0.381332
0.15,092,011,34.018100,11.474500,0.337306
0.20,092,007,25.840200,7.875000,0.304758
0.25,092,005,20.709900,5.829000,0.281460
0.30,092,004,17.113200,4.732700,0.276553
0.35,092,004,14.429200,4.047000,0.280473
0.40,092,003,12.366600,3.237900,0.261826
0.45,092,003,10.683600,2.774700,0.259716
0.50,092,003,9.318300,2.368900,0.254220
0.05,093,033,86.615200,44.235400,0.510712
0.10,093,015,48.593100,18.611500,0.383007
0.15,093,011,34.018100,11.362400,0.334010
0.20,093,007,25.840200,7.592800,0.293837
0.25,093,005,20.709900,5.808800,0.280484
0.30,093,005,17.113200,4.753200,0.277751
0.35,093,004,14.429200,4.140200,0.286932
0.40,093,003,12.366600,3.207100,0.259336
0.45,093,003,10.683600,2.679500,0.250805
0.50,093,003,9.318300,2.227300,0.239024
0.05,094,036,86.615200,44.016200,0.508181
0.10,094,016,48.593100,18.433700,0.379348
0.15,094,010,34.018100,11.155000,0.327914
0.20,094,007,25.840200,7.564400,0.292738
0.25,094,005,20.709900,5.828900,0.281455
0.30,094,004,17.113200,4.740400,0.277003
0.35,094,004,14.429200,4.051700,0.280799
0.40,094,003,12.366600,3.211900,0.259724
0.45,094,003,10.683600,2.688500,0.251647
0.50,094,003,9.318300,2.225800,0.238863
0.05,095,036,86.615200,43.777700,0.505427
0.10,095,016,48.593100,18.144800,0.373403
0.15,095,010,34.018100,10.901100,0.320450
0.20,095,007,25.840200,7.533700,0.291550
0.25,095,005,20.709900,5.848800,0.282416
0.30,095,004,17.113200,4.699200,0.274595
0.35,095,004,14.429200,4.040100,0.279995
0.40,095,003,12.366600,3.205000,0.259166
0.45,095,003,10.683600,2.758200,0.258171
0.50,095,003,9.318300,2.370500,0.254392
0.05,096,036,86.615200,43.815700,0.505866
0.10,096,014,48.593100,18.049400,0.371440
0.15,096,010,34.018100,10.912200,0.320776
0.20,096,007,25.840200,7.561400,0.292622
0.25,096,005,20.709900,6.074200,0.293299
0.30,096,004,17.113200,4.728500,0.276307
0.35,096,004,14.429200,4.040900,0.280050
0.40,096,003,12.366600,3.218400,0.260249
0.45,096,003,10.683600,2.691000,0.251881
0.50,096,003,9.318300,2.226200,0.238906
0.05,097,036,86.615200,43.398000,0.501044
0.10,097,014,48.593100,17.797300,0.366252
0.15,097,009,34.018100,10.764300,0.316429
0.20,097,007,25.840200,7.500800,0.290276
0.25,097,005,20.709900,5.821800,0.281112
0.30,097,005,17.113200,4.811100,0.281134
0.35,097,004,14.429200,4.144400,0.287223
0.40,097,003,12.366600,3.184700,0.257524
0.45,097,003,10.683600,2.679900,0.250842
0.50,097,003,9.318300,2.219700,0.238209
0.05,098,033,86.615200,43.308600,0.500012
0.10,098,015,48.593100,17.818900,0.366696
0.15,098,009,34.018100,10.865600,0.319406
0.20,098,007,25.840200,7.990400,0.309224
0.25,098,005,20.709900,5.809700,0.280528
0.30,098,005,17.113200,4.706800,0.275039
0.35,098,004,14.429200,4.030600,0.279336
0.40,098,003,12.366600,3.209400,0.259522
0.45,098,003,10.683600,2.766300,0.258930
0.50,098,003,9.318300,2.369300,0.254263
0.05,099,036,86.615200,43.044000,0.496957
0.10,099,015,48.593100,17.911400,0.368600
0.15,099,010,34.018100,10.785600,0.317055
0.20,099,007,25.840200,7.814500,0.302416
0.25,099,005,20.709900,5.756500,0.277959
0.30,099,004,17.113200,4.690500,0.274087
0.35,099,004,14.429200,4.036800,0.279766
0.40,099,003,12.366600,3.172800,0.256562
0.45,099,003,10.683600,2.667300,0.249663
0.50,099,003,9.318300,2.221600,0.238413
0.05,100,034,86.615200,43.102300,0.497630
0.10,100,015,48.593100,17.539500,0.360946
0.15,100,009,34.018100,10.836500,0.318551
0.20,100,007,25.840200,7.565000,0.292761
0.25,100,005,20.709900,5.729900,0.276674
0.30,100,004,17.113200,4.632600,0.270703
0.35,100,004,14.429200,4.040900,0.280050
0.40,100,003,12.366600,3.187100,0.257718
0.45,100,003,10.683600,2.683100,0.251142
0.50,100,003,9.318300,2.225100,0.238788
