p,w,s,base,best,gain
0.50,036,022,0.993366,0.567397,0.571187
0.05,037,021,17.737262,13.259391,0.747544
0.10,037,013,8.697102,5.496573,0.632001
0.15,037,013,5.538521,3.325244,0.600385
0.20,037,020,3.929368,2.300525,0.585470
0.25,037,020,2.957897,1.701616,0.575279
0.30,037,026,2.306807,1.311796,0.568663
0.35,037,029,1.838427,1.040417,0.565928
0.40,037,029,1.486783,0.840486,0.565305
0.45,037,026,1.213403,0.686674,0.565908
0.50,037,020,0.993366,0.567698,0.571490
0.05,038,023,17.737262,13.152762,0.741533
0.10,038,013,8.697102,5.449942,0.626639
0.15,038,020,5.538521,3.290157,0.594050
0.20,038,020,3.929368,2.269879,0.577670
0.25,038,020,2.957897,1.681320,0.568417
0.30,038,020,2.306807,1.303171,0.564924
0.35,038,029,1.838427,1.037494,0.564338
0.40,038,029,1.486783,0.838630,0.564057
0.45,038,029,1.213403,0.684063,0.563756
0.50,038,029,0.993366,0.565678,0.569456
0.05,039,023,17.737262,12.959298,0.730626
0.10,039,020,8.697102,5.418304,0.623001
0.15,039,020,5.538521,3.262061,0.588977
0.20,039,020,3.929368,2.244209,0.571138
0.25,039,020,2.957897,1.661408,0.561686
0.30,039,020,2.306807,1.290320,0.559353
0.35,039,029,1.838427,1.028693,0.559551
0.40,039,029,1.486783,0.832550,0.559968
0.45,039,029,1.213403,0.680900,0.561149
0.50,039,020,0.993366,0.562825,0.566584
0.05,040,023,17.737262,12.899374,0.727247
0.10,040,014,8.697102,5.455066,0.627228
0.15,040,010,5.538521,3.297363,0.595351
0.20,040,020,3.929368,2.272692,0.578386
0.25,040,026,2.957897,1.671353,0.565048
0.30,040,026,2.306807,1.289613,0.559047
0.35,040,026,1.838427,1.026000,0.558086
0.40,040,026,1.486783,0.831287,0.559118
0.45,040,026,1.213403,0.679613,0.560088
0.50,040,020,0.993366,0.562717,0.566475
0.05,041,023,17.737262,12.827209,0.723179
0.10,041,015,8.697102,5.408508,0.621875
0.15,041,014,5.538521,3.284223,0.592978
0.20,041,021,3.929368,2.274229,0.578777
0.25,041,016,2.957897,1.684070,0.569347
0.30,041,016,2.306807,1.300210,0.563641
0.35,041,037,1.838427,1.030635,0.560607
0.40,041,037,1.486783,0.832029,0.559617
0.45,041,037,1.213403,0.680711,0.560993
0.50,041,032,0.993366,0.564499,0.568269
0.05,042,023,17.737262,12.781949,0.720627
0.10,042,015,8.697102,5.374331,0.617945
0.15,042,015,5.538521,3.278000,0.591855
0.20,042,016,3.929368,2.267550,0.577077
0.25,042,016,2.957897,1.674095,0.565975
0.30,042,032,2.306807,1.293944,0.560925
0.35,042,032,1.838427,1.028553,0.559474
0.40,042,032,1.486783,0.833499,0.560606
0.45,042,032,1.213403,0.682047,0.562094
0.50,042,016,0.993366,0.564739,0.568511
0.05,043,025,17.737262,12.654778,0.713457
0.10,043,015,8.697102,5.343615,0.614413
0.15,043,015,5.538521,3.258519,0.588337
0.20,043,016,3.929368,2.257510,0.574523
0.25,043,016,2.957897,1.664058,0.562582
0.30,043,032,2.306807,1.284426,0.556798
0.35,043,032,1.838427,1.022956,0.556430
0.40,043,032,1.486783,0.829466,0.557893
0.45,043,032,1.213403,0.677528,0.558370
0.50,043,032,0.993366,0.559874,0.563613
0.05,044,025,17.737262,12.577352,0.709092
0.10,044,015,8.697102,5.310774,0.610637
0.15,044,023,5.538521,3.238724,0.584763
0.20,044,015,3.929368,2.244936,0.571323
0.25,044,016,2.957897,1.661782,0.561812
0.30,044,016,2.306807,1.283826,0.556538
0.35,044,032,1.838427,1.023466,0.556707
0.40,044,032,1.486783,0.828400,0.557176
0.45,044,032,1.213403,0.676529,0.557547
0.50,044,032,0.993366,0.559910,0.563649
0.05,045,025,17.737262,12.537914,0.706869
0.10,045,023,8.697102,5.339637,0.613956
0.15,045,023,5.538521,3.234287,0.583962
0.20,045,023,3.929368,2.236145,0.569085
0.25,045,023,2.957897,1.660071,0.561234
0.30,045,023,2.306807,1.286186,0.557561
0.35,045,028,1.838427,1.025631,0.557885
0.40,045,028,1.486783,0.831484,0.559250
0.45,045,017,1.213403,0.677791,0.558587
0.50,045,028,0.993366,0.560225,0.563966
0.05,046,025,17.737262,12.452284,0.702041
0.10,046,025,8.697102,5.347818,0.614897
0.15,046,021,5.538521,3.245557,0.585997
0.20,046,021,3.929368,2.234874,0.568762
0.25,046,028,2.957897,1.658438,0.560681
0.30,046,023,2.306807,1.282180,0.555824
0.35,046,023,1.838427,1.021933,0.555873
0.40,046,023,1.486783,0.829103,0.557649
0.45,046,023,1.213403,0.676335,0.557387
0.50,046,023,0.993366,0.558716,0.562448
0.05,047,028,17.737262,12.348668,0.696199
0.10,047,025,8.697102,5.300703,0.609479
0.15,047,021,5.538521,3.206795,0.578998
0.20,047,021,3.929368,2.218620,0.564625
0.25,047,028,2.957897,1.645523,0.556315
0.30,047,036,2.306807,1.272597,0.551671
0.35,047,036,1.838427,1.014796,0.551991
0.40,047,036,1.486783,0.823865,0.554126
0.45,047,028,1.213403,0.673342,0.554921
0.50,047,028,0.993366,0.555845,0.559557
0.05,048,028,17.737262,12.213750,0.688593
0.10,048,025,8.697102,5.258750,0.604655
0.15,048,025,5.538521,3.182991,0.574700
0.20,048,025,3.929368,2.210178,0.562477
0.25,048,021,2.957897,1.643910,0.555770
0.30,048,028,2.306807,1.273221,0.551941
0.35,048,028,1.838427,1.014638,0.551905
0.40,048,028,1.486783,0.823231,0.553699
0.45,048,028,1.213403,0.672310,0.554070
0.50,048,028,0.993366,0.555594,0.559305
0.05,049,025,17.737262,12.212954,0.688548
0.10,049,025,8.697102,5.266235,0.605516
0.15,049,025,5.538521,3.193507,0.576599
0.20,049,025,3.929368,2.204423,0.561012
0.25,049,025,2.957897,1.640214,0.554520
0.30,049,025,2.306807,1.274240,0.552383
0.35,049,025,1.838427,1.018097,0.553787
0.40,049,025,1.486783,0.826403,0.555833
0.45,049,025,1.213403,0.673993,0.555457
0.50,049,025,0.993366,0.556693,0.560411
0.05,050,027,17.737262,12.258922,0.691139
0.10,050,013,8.697102,5.301671,0.609591
0.15,050,031,5.538521,3.217877,0.580999
0.20,050,025,3.929368,2.217999,0.564467
0.25,050,025,2.957897,1.641333,0.554899
0.30,050,025,2.306807,1.268548,0.549915
0.35,050,025,1.838427,1.012150,0.550552
0.40,050,025,1.486783,0.822448,0.553173
0.45,050,025,1.213403,0.671252,0.553198
0.50,050,025,0.993366,0.554307,0.558008
