p,w,s,base,best,gain
0.40,062,039,1.497941,0.819839,0.547311
0.45,062,039,1.220545,0.668821,0.547969
0.50,062,039,0.998873,0.550498,0.551119
0.05,063,024,18.511019,11.984714,0.647437
0.10,063,013,8.901046,5.183113,0.582304
0.15,063,032,5.644494,3.161902,0.560175
0.20,063,036,3.987589,2.190837,0.549414
0.25,063,036,2.989625,1.625224,0.543621
0.30,063,036,2.325726,1.261114,0.542245
0.35,063,052,1.853392,1.007169,0.543419
0.40,063,052,1.497941,0.819076,0.546801
0.45,063,036,1.220545,0.667743,0.547086
0.50,063,036,0.998873,0.548389,0.549007
0.05,064,025,18.511019,11.985485,0.647478
0.10,064,013,8.901046,5.174332,0.581317
0.15,064,033,5.644494,3.164428,0.560622
0.20,064,030,3.987589,2.184264,0.547766
0.25,064,036,2.989625,1.625901,0.543848
0.30,064,039,2.325726,1.260119,0.541818
0.35,064,036,1.853392,1.005991,0.542784
0.40,064,036,1.497941,0.819127,0.546836
0.45,064,036,1.220545,0.667649,0.547009
0.50,064,039,0.998873,0.548929,0.549549
0.05,065,025,18.511019,11.908349,0.643311
0.10,065,022,8.901046,5.183655,0.582365
0.15,065,030,5.644494,3.153100,0.558615
0.20,065,030,3.987589,2.186642,0.548362
0.25,065,055,2.989625,1.629554,0.545069
0.30,065,055,2.325726,1.258147,0.540970
0.35,065,055,1.853392,1.005218,0.542367
0.40,065,055,1.497941,0.817716,0.545893
0.45,065,055,1.220545,0.668193,0.547455
0.50,065,030,0.998873,0.549246,0.549866
0.05,066,025,18.511019,11.928523,0.644401
0.10,066,034,8.901046,5.192970,0.583411
0.15,066,030,5.644494,3.162064,0.560203
0.20,066,031,3.987589,2.188359,0.548793
0.25,066,049,2.989625,1.625572,0.543738
0.30,066,049,2.325726,1.258642,0.541182
0.35,066,049,1.853392,1.006186,0.542889
0.40,066,049,1.497941,0.819661,0.547192
0.45,066,049,1.220545,0.668688,0.547860
0.50,066,049,0.998873,0.549850,0.550471
0.05,067,025,18.511019,11.856823,0.640528
0.10,067,030,8.901046,5.195732,0.583721
0.15,067,031,5.644494,3.153662,0.558715
0.20,067,049,3.987589,2.185134,0.547984
0.25,067,049,2.989625,1.618679,0.541432
0.30,067,049,2.325726,1.256881,0.540425
0.35,067,062,1.853392,1.005426,0.542479
0.40,067,062,1.497941,0.819030,0.546771
0.45,067,030,1.220545,0.668109,0.547386
0.50,067,030,0.998873,0.547918,0.548537
0.05,068,025,18.511019,11.850227,0.640172
0.10,068,030,8.901046,5.161555,0.579882
0.15,068,031,5.644494,3.146251,0.557402
0.20,068,049,3.987589,2.178226,0.546251
0.25,068,049,2.989625,1.616910,0.540840
0.30,068,049,2.325726,1.253796,0.539099
0.35,068,049,1.853392,1.002724,0.541021
0.40,068,049,1.497941,0.817157,0.545520
0.45,068,049,1.220545,0.666461,0.546035
0.50,068,049,0.998873,0.547806,0.548424
0.05,069,027,18.511019,11.806679,0.637819
0.10,069,030,8.901046,5.139740,0.577431
0.15,069,032,5.644494,3.139566,0.556217
0.20,069,030,3.987589,2.174702,0.545368
0.25,069,030,2.989625,1.620327,0.541983
0.30,069,058,2.325726,1.256070,0.540076
0.35,069,049,1.853392,1.002150,0.540711
0.40,069,049,1.497941,0.816182,0.544869
0.45,069,049,1.220545,0.665799,0.545493
0.50,069,030,0.998873,0.546221,0.546838
0.05,070,025,18.511019,11.752125,0.634872
0.10,070,037,8.901046,5.145966,0.578130
0.15,070,032,5.644494,3.126929,0.553979
0.20,070,030,3.987589,2.175436,0.545552
0.25,070,030,2.989625,1.620506,0.542043
0.30,070,030,2.325726,1.255499,0.539831
0.35,070,062,1.853392,1.001965,0.540611
0.40,070,062,1.497941,0.815791,0.544608
0.45,070,030,1.220545,0.666480,0.546051
0.50,070,030,0.998873,0.546446,0.547062
0.05,071,026,18.511019,11.772124,0.635952
0.10,071,037,8.901046,5.098794,0.572831
0.15,071,032,5.644494,3.117273,0.552268
0.20,071,032,3.987589,2.174631,0.545350
0.25,071,044,2.989625,1.614616,0.540073
0.30,071,058,2.325726,1.253973,0.539175
0.35,071,058,1.853392,1.000167,0.539641
0.40,071,058,1.497941,0.815093,0.544142
0.45,071,058,1.220545,0.664866,0.544728
0.50,071,032,0.998873,0.545237,0.545852
0.05,072,025,18.511019,11.747355,0.634614
0.10,072,037,8.901046,5.079065,0.570614
0.15,072,037,5.644494,3.110026,0.550984
0.20,072,037,3.987589,2.170196,0.544238
0.25,072,058,2.989625,1.614124,0.539909
0.30,072,058,2.325726,1.250120,0.537518
0.35,072,058,1.853392,1.000413,0.539774
0.40,072,058,1.497941,0.815736,0.544572
0.45,072,032,1.220545,0.665736,0.545441
0.50,072,032,0.998873,0.545807,0.546423
0.05,073,027,18.511019,11.689289,0.631477
0.10,073,025,8.901046,5.120720,0.575294
0.15,073,037,5.644494,3.121828,0.553075
0.20,073,037,3.987589,2.168227,0.543744
0.25,073,044,2.989625,1.615752,0.540453
0.30,073,071,2.325726,1.250689,0.537763
0.35,073,044,1.853392,1.001106,0.540148
0.40,073,066,1.497941,0.816211,0.544889
0.45,073,044,1.220545,0.664619,0.544526
0.50,073,044,0.998873,0.545139,0.545754
0.05,074,028,18.511019,11.627405,0.628134
0.10,074,033,8.901046,5.128291,0.576145
0.15,074,042,5.644494,3.126655,0.553930
0.20,074,037,3.987589,2.167863,0.543653
0.25,074,037,2.989625,1.611001,0.538864
0.30,074,037,2.325726,1.249411,0.537213
0.35,074,037,1.853392,0.999261,0.539152
0.40,074,066,1.497941,0.815010,0.544087
0.45,074,037,1.220545,0.664250,0.544224
0.50,074,037,0.998873,0.544852,0.545466
0.05,075,028,18.511019,11.524171,0.622557
0.10,075,033,8.901046,5.109174,0.573997
0.15,075,042,5.644494,3.114212,0.551726
0.20,075,042,3.987589,2.158624,0.541336
0.25,075,044,2.989625,1.607575,0.537718
0.30,075,044,2.325726,1.247312,0.536311
0.35,075,037,1.853392,0.999107,0.539070
0.40,075,037,1.497941,0.815846,0.544645
0.45,075,037,1.220545,0.663733,0.543800
0.50,075,042,0.998873,0.543914,0.544528
0.05,076,027,18.511019,11.542962,0.623572
0.10,076,033,8.901046,5.086037,0.571398
0.15,076,042,5.644494,3.104896,0.550075
0.20,076,042,3.987589,2.155283,0.540498
0.25,076,042,2.989625,1.608257,0.537946
0.30,076,042,2.325726,1.247746,0.536497
0.35,076,071,1.853392,0.997532,0.538220
0.40,076,071,1.497941,0.814188,0.543538
0.45,076,044,1.220545,0.664131,0.544126
0.50,076,044,0.998873,0.544675,0.545290
0.05,077,027,18.511019,11.528983,0.622817
0.10,077,040,8.901046,5.053722,0.567767
0.15,077,040,5.644494,3.104282,0.549966
0.20,077,054,3.987589,2.163021,0.542438
0.25,077,051,2.989625,1.610960,0.538850
0.30,077,051,2.325726,1.249371,0.537196
0.35,077,046,1.853392,0.999426,0.539242
0.40,077,071,1.497941,0.815863,0.544656
0.45,077,040,1.220545,0.664534,0.544456
0.50,077,040,0.998873,0.544061,0.544675
0.05,078,040,18.511019,11.574802,0.625293
0.10,078,040,8.901046,5.031930,0.565319
0.15,078,040,5.644494,3.086987,0.546902
0.20,078,040,3.987589,2.152259,0.539739
0.25,078,040,2.989625,1.605024,0.536865
0.30,078,040,2.325726,1.246662,0.536031
0.35,078,040,1.853392,0.998466,0.538723
0.40,078,046,1.497941,0.815823,0.544630
0.45,078,046,1.220545,0.664224,0.544203
0.50,078,040,0.998873,0.544540,0.545154
0.05,079,027,18.511019,11.466214,0.619426
0.10,079,040,8.901046,5.037945,0.565995
0.15,079,040,5.644494,3.079070,0.545500
0.20,079,040,3.987589,2.147235,0.538480
0.25,079,040,2.989625,1.600981,0.535512
0.30,079,040,2.325726,1.245536,0.535547
0.35,079,051,1.853392,0.997544,0.538226
0.40,079,051,1.497941,0.814444,0.543709
0.45,079,040,1.220545,0.662835,0.543064
0.50,079,040,0.998873,0.542636,0.543248
0.05,080,027,18.511019,11.441318,0.618081
0.10,080,027,8.901046,5.065465,0.569086
0.15,080,054,5.644494,3.098331,0.548912
0.20,080,046,3.987589,2.152607,0.539827
0.25,080,046,2.989625,1.602819,0.536127
0.30,080,054,2.325726,1.243253,0.534565
0.35,080,054,1.853392,0.995000,0.536853
0.40,080,054,1.497941,0.813336,0.542970
0.45,080,046,1.220545,0.661999,0.542380
0.50,080,046,0.998873,0.542779,0.543392
0.05,081,029,18.511019,11.515131,0.622069
0.10,081,024,8.901046,5.111080,0.574211
0.15,081,051,5.644494,3.106013,0.550273
0.20,081,054,3.987589,2.152902,0.539901
0.25,081,054,2.989625,1.602109,0.535890
0.30,081,051,2.325726,1.244952,0.535296
0.35,081,054,1.853392,0.997378,0.538137
0.40,081,054,1.497941,0.814077,0.543464
0.45,081,054,1.220545,0.662314,0.542638
0.50,081,034,0.998873,0.541791,0.542402
0.05,082,029,18.511019,11.497068,0.621093
0.10,082,024,8.901046,5.098326,0.572778
0.15,082,051,5.644494,3.101419,0.549459
0.20,082,054,3.987589,2.148750,0.538860
0.25,082,054,2.989625,1.600714,0.535423
0.30,082,054,2.325726,1.242861,0.534397
0.35,082,051,1.853392,0.993381,0.535980
0.40,082,054,1.497941,0.812130,0.542165
0.45,082,034,1.220545,0.661489,0.541961
0.50,082,034,0.998873,0.541498,0.542109
0.05,083,030,18.511019,11.476296,0.619971
0.10,083,043,8.901046,5.068560,0.569434
0.15,083,038,5.644494,3.103373,0.549805
0.20,083,061,3.987589,2.154321,0.540257
0.25,083,061,2.989625,1.603522,0.536362
0.30,083,057,2.325726,1.244940,0.535291
0.35,083,061,1.853392,0.994238,0.536443
0.40,083,061,1.497941,0.812544,0.542441
0.45,083,061,1.220545,0.662321,0.542644
0.50,083,038,0.998873,0.543022,0.543635
0.05,084,031,18.511019,11.432957,0.617630
0.10,084,043,8.901046,5.044921,0.566778
0.15,084,061,5.644494,3.091133,0.547637
0.20,084,061,3.987589,2.142627,0.537324
0.25,084,061,2.989625,1.597582,0.534375
0.30,084,061,2.325726,1.240762,0.533494
0.35,084,061,1.853392,0.994740,0.536713
0.40,084,083,1.497941,0.810886,0.541334
0.45,084,083,1.220545,0.662112,0.542472
0.50,084,061,0.998873,0.542817,0.543430
0.05,085,029,18.511019,11.373665,0.614427
0.10,085,038,8.901046,5.067204,0.569282
0.15,085,057,5.644494,3.090062,0.547447
0.20,085,057,3.987589,2.147297,0.538495
0.25,085,083,2.989625,1.598273,0.534606
0.30,085,083,2.325726,1.239476,0.532941
0.35,085,083,1.853392,0.993028,0.535789
0.40,085,061,1.497941,0.811572,0.541792
0.45,085,061,1.220545,0.660873,0.541457
0.50,085,061,0.998873,0.541769,0.542380
0.05,086,029,18.511019,11.352731,0.613296
0.10,086,038,8.901046,5.065900,0.569135
0.15,086,048,5.644494,3.083123,0.546218
0.20,086,083,3.987589,2.144949,0.537906
0.25,086,083,2.989625,1.598018,0.534521
0.30,086,057,2.325726,1.241044,0.533616
0.35,086,057,1.853392,0.992758,0.535644
0.40,086,076,1.497941,0.811877,0.541995
0.45,086,057,1.220545,0.661591,0.542045
0.50,086,057,0.998873,0.541589,0.542200
0.05,087,031,18.511019,11.340464,0.612633
0.10,087,045,8.901046,5.024630,0.564499
0.15,087,048,5.644494,3.070440,0.543971
0.20,087,048,3.987589,2.140068,0.536682
0.25,087,048,2.989625,1.594008,0.533180
0.30,087,048,2.325726,1.238733,0.532622
0.35,087,057,1.853392,0.992948,0.535747
0.40,087,083,1.497941,0.810781,0.541264
0.45,087,048,1.220545,0.660472,0.541128
0.50,087,048,0.998873,0.540053,0.540662
0.05,088,030,18.511019,11.314995,0.611257
0.10,088,045,8.901046,5.015377,0.563459
0.15,088,057,5.644494,3.073064,0.544436
0.20,088,048,3.987589,2.140356,0.536754
0.25,088,057,2.989625,1.595556,0.533698
0.30,088,057,2.325726,1.239155,0.532803
0.35,088,057,1.853392,0.990495,0.534423
0.40,088,057,1.497941,0.810731,0.541230
0.45,088,057,1.220545,0.659829,0.540602
0.50,088,057,0.998873,0.540220,0.540829
0.05,089,031,18.511019,11.287193,0.609755
0.10,089,045,8.901046,5.014060,0.563311
0.15,089,070,5.644494,3.077255,0.545178
0.20,089,070,3.987589,2.135751,0.535600
0.25,089,070,2.989625,1.593015,0.532848
0.30,089,070,2.325726,1.237972,0.532295
0.35,089,065,1.853392,0.992693,0.535609
0.40,089,065,1.497941,0.811242,0.541571
0.45,089,065,1.220545,0.660259,0.540954
0.50,089,035,0.998873,0.541232,0.541843
0.05,090,031,18.511019,11.301928,0.610551
0.10,090,065,8.901046,5.034236,0.565578
0.15,090,065,5.644494,3.077664,0.545251
0.20,090,070,3.987589,2.142124,0.537198
0.25,090,065,2.989625,1.596369,0.533970
0.30,090,065,2.325726,1.238263,0.532420
0.35,090,065,1.853392,0.990412,0.534378
0.40,090,065,1.497941,0.810165,0.540852
0.45,090,065,1.220545,0.660214,0.540917
0.50,090,035,0.998873,0.540267,0.540877
0.05,091,031,18.511019,11.284554,0.609613
0.10,091,047,8.901046,5.033469,0.565492
0.15,091,043,5.644494,3.078775,0.545447
0.20,091,060,3.987589,2.150272,0.539241
0.25,091,060,2.989625,1.600475,0.535343
0.30,091,060,2.325726,1.244084,0.534923
0.35,091,043,1.853392,0.997431,0.538165
0.40,091,090,1.497941,0.813534,0.543102
0.45,091,043,1.220545,0.663359,0.543494
0.50,091,043,0.998873,0.542489,0.543101
0.05,092,032,18.511019,11.287948,0.609796
0.10,092,047,8.901046,5.027094,0.564776
0.15,092,043,5.644494,3.075777,0.544916
0.20,092,041,3.987589,2.146156,0.538209
0.25,092,041,2.989625,1.600874,0.535476
0.30,092,090,2.325726,1.242495,0.534240
0.35,092,090,1.853392,0.994962,0.536833
0.40,092,082,1.497941,0.814388,0.543672
0.45,092,043,1.220545,0.662809,0.543043
0.50,092,043,0.998873,0.541611,0.542223
0.05,093,032,18.511019,11.278974,0.609311
0.10,093,043,8.901046,5.022800,0.564293
0.15,093,053,5.644494,3.077744,0.545265
0.20,093,053,3.987589,2.144409,0.537771
0.25,093,082,2.989625,1.597855,0.534466
0.30,093,082,2.325726,1.241257,0.533707
0.35,093,082,1.853392,0.994358,0.536507
0.40,093,082,1.497941,0.812883,0.542667
0.45,093,043,1.220545,0.662093,0.542457
0.50,093,043,0.998873,0.541115,0.541726
0.05,094,032,18.511019,11.234427,0.606905
0.10,094,043,8.901046,4.994415,0.561104
0.15,094,060,5.644494,3.071800,0.544212
0.20,094,060,3.987589,2.135433,0.535520
0.25,094,060,2.989625,1.595541,0.533693
0.30,094,043,2.325726,1.241358,0.533751
0.35,094,060,1.853392,0.994231,0.536438
0.40,094,082,1.497941,0.813538,0.543105
0.45,094,043,1.220545,0.661550,0.542012
0.50,094,043,0.998873,0.539886,0.540495
0.05,095,032,18.511019,11.176714,0.603787
0.10,095,043,8.901046,4.981444,0.559647
0.15,095,045,5.644494,3.065473,0.543091
0.20,095,060,3.987589,2.136578,0.535807
0.25,095,053,2.989625,1.593365,0.532965
0.30,095,060,2.325726,1.238130,0.532363
0.35,095,082,1.853392,0.991151,0.534777
0.40,095,082,1.497941,0.810680,0.541196
0.45,095,082,1.220545,0.660286,0.540976
0.50,095,041,0.998873,0.540143,0.540753
0.05,096,050,18.511019,11.195320,0.604792
0.10,096,050,8.901046,4.979952,0.559479
0.15,096,053,5.644494,3.063977,0.542826
0.20,096,043,3.987589,2.135840,0.535622
0.25,096,053,2.989625,1.592380,0.532635
0.30,096,082,2.325726,1.237080,0.531911
0.35,096,053,1.853392,0.990361,0.534351
0.40,096,053,1.497941,0.811304,0.541613
0.45,096,053,1.220545,0.659910,0.540668
0.50,096,053,0.998873,0.539199,0.539807
0.05,097,050,18.511019,11.166276,0.603223
0.10,097,050,8.901046,4.957081,0.556910
0.15,097,050,5.644494,3.047995,0.539994
0.20,097,053,3.987589,2.132226,0.534716
0.25,097,082,2.989625,1.591157,0.532226
0.30,097,043,2.325726,1.236554,0.531685
0.35,097,053,1.853392,0.988911,0.533568
0.40,097,082,1.497941,0.810502,0.541078
0.45,097,053,1.220545,0.659026,0.539944
0.50,097,043,0.998873,0.538224,0.538832
0.05,098,050,18.511019,11.170872,0.603471
0.10,098,050,8.901046,4.928774,0.553730
0.15,098,050,5.644494,3.041890,0.538913
0.20,098,075,3.987589,2.125910,0.533132
0.25,098,075,2.989625,1.587974,0.531162
0.30,098,075,2.325726,1.233751,0.530480
0.35,098,082,1.853392,0.988156,0.533161
0.40,098,082,1.497941,0.808613,0.539817
0.45,098,082,1.220545,0.659587,0.540404
0.50,098,041,0.998873,0.538645,0.539253
0.05,099,050,18.511019,11.136094,0.601593
0.10,099,050,8.901046,4.946535,0.555725
0.15,099,050,5.644494,3.042245,0.538976
0.20,099,060,3.987589,2.122013,0.532155
0.25,099,060,2.989625,1.584282,0.529927
0.30,099,053,2.325726,1.232631,0.529998
0.35,099,075,1.853392,0.988843,0.533532
0.40,099,075,1.497941,0.809104,0.540144
0.45,099,050,1.220545,0.658611,0.539604
0.50,099,050,0.998873,0.537188,0.537794
0.05,100,034,18.511019,11.134533,0.601508
0.10,100,045,8.901046,4.979361,0.559413
0.15,100,050,5.644494,3.048997,0.540172
0.20,100,050,3.987589,2.123402,0.532503
0.25,100,050,2.989625,1.584442,0.529980
0.30,100,050,2.325726,1.232211,0.529818
0.35,100,075,1.853392,0.986299,0.532159
0.40,100,075,1.497941,0.807666,0.539185
0.45,100,075,1.220545,0.657626,0.538796
0.50,100,050,0.998873,0.536995,0.537600
